00:1f:45:64:29:f0,4
00:1f:45:64:12:c8,3
00:1f:45:64:29:f2,4
00:1f:45:63:56:50,6
00:1f:45:64:11:a8,5
00:1f:45:64:0e:a9,4
00:1f:45:64:0e:a8,3
00:1f:45:64:11:a2,6
00:1f:45:63:56:59,1
00:1f:45:64:11:a0,6
00:1f:45:64:11:a1,6
00:1f:45:64:0e:a2,3
00:1f:45:64:0e:a1,3
00:1f:45:64:0e:a0,3
00:1f:45:64:12:92,4
00:1f:45:64:12:91,4
00:1f:45:64:12:90,4
00:1f:45:64:12:2a,3
00:1f:45:64:12:99,4
00:1f:45:64:12:98,1
00:1f:45:64:15:41,4
00:1f:45:64:15:40,4
00:1f:45:64:15:42,4
00:1f:45:64:26:61,5
00:1f:45:64:26:60,5
00:1f:45:64:26:62,5
00:1f:45:64:15:49,6
00:1f:45:64:15:48,1
00:1f:45:64:26:69,2
00:1f:45:63:fd:ba,3
00:1f:45:64:0b:92,6
00:1f:45:64:0b:90,6
00:1f:45:64:0b:91,6
00:1f:45:64:19:70,2
00:1f:45:64:19:71,2
00:1f:45:64:19:72,2
00:1f:45:64:12:b1,4
00:1f:45:64:14:18,2
00:1f:45:64:0b:98,6
00:1f:45:64:0b:99,6
00:1f:45:63:c5:5a,6
00:1f:45:64:12:b8,4
00:1f:45:64:12:b9,4
00:1f:45:64:11:41,1
00:1f:45:64:11:40,1
00:1f:45:64:03:79,5
00:1f:45:64:11:42,1
00:1f:45:64:29:f8,4
00:1f:45:64:11:49,1
00:1f:45:64:11:48,1
00:1f:45:64:12:c0,2
00:1f:45:6d:18:e1,3
00:1f:45:6d:18:e0,3
00:1f:45:64:1b:f8,2
00:1f:45:64:1b:f9,1
00:1f:45:64:0c:1a,6
00:1f:45:64:17:d9,4
00:1f:45:64:17:d8,4
00:1f:45:64:1b:f2,2
00:1f:45:6d:18:e8,3
00:1f:45:64:1b:f0,2
00:1f:45:64:1b:f1,2
00:1f:45:64:17:d2,4
00:1f:45:64:17:d1,4
00:1f:45:64:17:d0,4
00:1f:45:64:1b:78,4
00:1f:45:63:b4:59,1
00:1f:45:63:b4:58,1
00:1f:45:64:1f:91,4
00:1f:45:64:1f:90,4
00:1f:45:64:14:1a,2
00:1f:45:64:0c:11,5
00:1f:45:63:fc:d1,2
00:1f:45:63:b4:51,1
00:1f:45:63:b4:50,1
00:1f:45:64:1f:99,5
00:1f:45:63:b4:52,1
00:1f:45:64:10:4a,6
00:1f:45:64:19:d9,1
00:1f:45:64:19:d8,1
00:1f:45:64:12:c9,2
00:1f:45:63:fc:d8,1
00:1f:45:64:19:d1,1
00:1f:45:64:19:d0,1
00:1f:45:64:19:d2,1
00:1f:45:64:1d:40,4
00:1f:45:64:0b:9a,6
00:1f:45:64:12:ba,1
00:1f:45:63:fc:d9,1
00:1f:45:64:19:da,1
00:1f:45:64:13:80,4
00:1f:45:64:14:19,2
00:1f:45:64:0f:4a,3
00:1f:45:64:1b:fa,2
00:1f:45:64:1f:9a,4
00:1f:45:64:19:f2,6
00:1f:45:64:14:11,2
00:1f:45:64:14:10,2
00:1f:45:64:14:12,2
00:1f:45:63:b4:5a,1
00:1f:45:64:0c:18,5
00:1f:45:64:1d:41,4
00:1f:45:6d:18:e9,3
00:1f:45:64:16:f2,6
00:1f:45:64:0c:10,5
00:1f:45:64:16:f0,6
00:1f:45:64:16:f1,6
00:1f:45:64:1b:71,4
00:1f:45:64:1b:70,4
00:1f:45:64:1b:72,4
00:1f:45:64:0c:19,5
00:1f:45:63:fc:d2,2
00:1f:45:64:17:da,1
00:1f:45:63:fc:d0,2
